tot_cnt,no,isu_cd,eng_cor_nm,std_ind_cd,ind_nm,lst_stk_vl,cpt,par_pr,iso_cd,Exchange
849,112,456040,OCI,032001,Manufacture of Basic Chemicals,"8,952,495","44,762,475,000","5,000",KRW,KOSPI
849,113,010060,OCI Holdings,116409,Other Financial Intermediation,"18,814,917","106,852,180,000","5,000",KRW,KOSPI
849,538,005320,ONTIDE,074604,Wholesale of Household Goods,"68,375,690","34,187,845,000",500,KRW,KOSPI
849,536,271560,ORION,031008,Manufacture of Other Food Products,"39,536,132","19,768,066,000",500,KRW,KOSPI
849,537,001800,ORION Holdings,116409,Other Financial Intermediation,"62,645,422","31,322,711,000",500,KRW,KOSPI
849,534,007310,OTOKI,031008,Manufacture of Other Food Products,"4,007,830","20,039,150,000","5,000",KRW,KOSPI
849,369,006090,OYANG,031002,Processing and Preserving of Fishes and Edible Seaweeds,"9,422,739","47,113,695,000","5,000",KRW,KOSPI
849,349,003610,PANGRIM,031302,Weaving of Textiles and Manufacture of Textile Products,"40,202,158","21,157,045,000",500,KRW,KOSPI
849,698,034230,PARADISE,189102,Amusement and theme Park Operation,"92,291,316","47,977,242,000",500,KRW,KOSPI
849,706,090080,PHC,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"54,902,259","27,451,129,500",500,KRW,KOSPI
849,707,010770,PHHC,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"14,625,466","7,312,733,000",500,KRW,KOSPI
849,114,178920,PIAM,032202,Manufacture of Plastic Products,"29,366,322","14,683,161,000",500,KRW,KOSPI
849,115,001340,PKC,032001,Manufacture of Basic Chemicals,"44,918,407","22,459,203,500",500,KRW,KOSPI
849,713,103140,POONGSAN,032402,Manufacture of Basic Precious and Non-ferrous Metals,"28,024,278","140,121,390,000","5,000",KRW,KOSPI
849,714,005810,POONGSAN HOLDINGS,116409,Other Financial Intermediation,"14,417,292","84,749,515,000","5,000",KRW,KOSPI
849,708,022100,POSCO DX,137201,"Architectural, Engineering and Related Technical Services","152,034,729","76,017,364,500",500,KRW,KOSPI
849,711,003670,POSCO FUTURE M,032802,Manufacture of primary battery and secondary battery,"88,946,220","44,473,110,000",500,KRW,KOSPI
849,116,005490,POSCO Holdings,032401,Manufacture of Basic Iron and Steel,"80,932,952","482,403,125,000","5,000",KRW,KOSPI
849,710,047050,POSCO INTERNATIONAL,074601,Wholesale on a Fee or Contract Basis,"175,922,788","879,613,940,000","5,000",KRW,KOSPI
849,709,058430,POSCO STEELEON,032401,Manufacture of Basic Iron and Steel,"6,000,000","30,000,000,000","5,000",KRW,KOSPI
849,715,950210,PRESTIGE BIOPHARMA,137001,Research and Experimental Development On Natural Sciences and Engineering,"60,096,155",0,0,USD,KOSPI
849,360,005030,PUSAN CAST IRON,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"78,782,988","39,391,494,000",500,KRW,KOSPI
849,702,028670,PanOcean,085001,Sea and Coastal Water Transport,"534,569,512","534,569,512,000","1,000",KRW,KOSPI
849,705,001020,PaperCorea,031701,"Manufacture of Pulp, Paper and Paperboard","177,983,313","88,991,656,500",500,KRW,KOSPI
849,701,004720,PharmGen Science,032102,Manufacture of Medicaments,"18,792,555","9,396,277,500",500,KRW,KOSPI
849,699,005690,Pharmicell,032101,Manufacture of medicinal chemicals,"60,016,964","30,008,482,000",500,KRW,KOSPI
849,716,009810,Playgram,074607,Other Specialized Wholesale,"151,887,500","15,188,750,000",100,KRW,KOSPI
849,712,017810,Pulmuone Corporate,031008,Manufacture of Other Food Products,"38,120,542","19,060,271,000",500,KRW,KOSPI
849,577,102460,REYON PHARMACEUTICAL,032102,Manufacture of Medicaments,"18,586,811","9,293,405,500",500,KRW,KOSPI
849,581,000760,RIFA,074607,Other Specialized Wholesale,"2,800,000","14,000,000,000","5,000",KRW,KOSPI
849,503,012750,S-1,147503,"Security, Guard and Detective Services","37,999,178","18,999,589,000",500,KRW,KOSPI
849,117,010950,S-Oil,031902,Manufacture of Refined Petroleum Products,"112,582,792","291,511,797,500","2,500",KRW,KOSPI
849,413,075180,SAC,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"19,200,000","9,600,000,000",500,KRW,KOSPI
849,367,007160,SAJO IND,031002,Processing and Preserving of Fishes and Edible Seaweeds,"5,000,000","25,000,000,000","5,000",KRW,KOSPI
849,366,008040,SAJODONGAONE,031005,"Manufacture of Grain Mill Products, Starches and Starch Products","141,144,600","70,572,300,000",500,KRW,KOSPI
849,368,014710,SAJOSEAFOOD,031002,Processing and Preserving of Fishes and Edible Seaweeds,"17,218,543","17,218,543,000","1,000",KRW,KOSPI
849,388,006110,SAMA ALUM,032402,Manufacture of Basic Precious and Non-ferrous Metals,"14,711,916","7,355,958,000",500,KRW,KOSPI
849,371,001470,SAMBU CONST,064102,Heavy Construction,"229,681,824","229,681,824,000","1,000",KRW,KOSPI
849,404,004690,SAMCHULLY,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","4,055,025","20,275,125,000","5,000",KRW,KOSPI
849,406,004450,SAMHWA CROWN &amp; CLOS,032509,Manufacture of Other Fabricated Metal Products; Metal Working Service Activities,"2,154,379","10,771,895,000","5,000",KRW,KOSPI
849,410,000390,SAMHWA PAINT,032004,Manufacture of Other Chemical Products,"27,203,469","13,601,734,500",500,KRW,KOSPI
849,399,002450,SAMICK MUS INSTR,033302,Manufacture of Musical Instruments,"90,530,915","45,265,457,500",500,KRW,KOSPI
849,398,004380,SAMICK THK,032901,Manufacture of General Purpose Machinery,"21,000,000","10,500,000,000",500,KRW,KOSPI
849,400,004440,SAMIL C&amp;S,032303,"Manufacture of Cement, Lime and Plaster and Its Products","12,731,947","12,731,947,000","1,000",KRW,KOSPI
849,401,000520,SAMIL PHARM,032102,Manufacture of Medicaments,"21,691,811","10,845,905,500",500,KRW,KOSPI
849,403,005500,SAMJIN PHARM,032102,Manufacture of Medicaments,"13,900,000","13,900,000,000","1,000",KRW,KOSPI
849,402,009770,SAMJUNGPULP,031701,"Manufacture of Pulp, Paper and Paperboard","2,499,971","12,499,855,000","5,000",KRW,KOSPI
849,377,207940,SAMSUNG BIOLOGICS,032101,Manufacture of medicinal chemicals,"71,174,000","177,935,000,000","2,500",KRW,KOSPI
849,376,028260,SAMSUNG C&amp;T,074607,Other Specialized Wholesale,"169,976,544","18,517,037,100",100,KRW,KOSPI
849,386,029780,SAMSUNG CARD,116409,Other Financial Intermediation,"115,858,891","614,794,455,000","5,000",KRW,KOSPI
849,375,006660,SAMSUNG CLIMATE CON,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"8,126,314","4,063,157,000",500,KRW,KOSPI
849,372,028050,SAMSUNG E&amp;A,137201,"Architectural, Engineering and Related Technical Services","196,000,000","980,000,000,000","5,000",KRW,KOSPI
849,381,005930,SAMSUNG ELEC,032604,Manufacture of Telecommunication and Broadcasting Apparatuses,"5,919,637,922","897,513,820,000",100,KRW,KOSPI
849,380,009150,SAMSUNG ELEC MECH,032602,Manufacture of Electronic Components,"74,693,696","388,003,400,000","5,000",KRW,KOSPI
849,387,000810,SAMSUNG F &amp; M INS,116501,Insurance,"46,011,155","26,473,418,500",500,KRW,KOSPI
849,383,010140,SAMSUNG HVY IND,033101,Building of Ships and Boats,"880,000,000","880,000,000,000","1,000",KRW,KOSPI
849,378,032830,SAMSUNG LIFE,116501,Insurance,"200,000,000","100,000,000,000",500,KRW,KOSPI
849,382,001360,SAMSUNG PHARM,032102,Manufacture of Medicaments,"94,162,079","47,081,039,500",500,KRW,KOSPI
849,385,068290,SAMSUNG PUBLISHING,105801,"Publishing of Books, Magazines and Other Publications","10,000,000","5,000,000,000",500,KRW,KOSPI
849,374,006400,SAMSUNG SDI,032802,Manufacture of primary battery and secondary battery,"80,585,530","415,817,130,000","5,000",KRW,KOSPI
849,379,018260,SAMSUNG SDS,106201,"Computer programming, System Integration and Management Services","77,377,800","38,688,900,000",500,KRW,KOSPI
849,384,016360,SAMSUNG SECU,116601,Activities Auxiliary to Financial Service Activities,"89,300,000","458,478,080,000","5,000",KRW,KOSPI
849,409,001820,SAMWHA CAPACITOR,032602,Manufacture of Electronic Components,"10,395,000","10,395,000,000","1,000",KRW,KOSPI
849,408,011230,SAMWHA ELEC,032605,Manufacture of Electronic Video and Audio Equipment,"16,902,700","16,902,700,000","1,000",KRW,KOSPI
849,407,009470,SAMWHA ELEC,032602,Manufacture of Electronic Components,"6,613,820","6,613,820,000","1,000",KRW,KOSPI
849,397,023000,SAMWONSTEEL,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"40,000,000","20,000,000,000",500,KRW,KOSPI
849,390,003230,SAMYANG FOOD,031008,Manufacture of Other Food Products,"7,533,015","37,665,075,000","5,000",KRW,KOSPI
849,392,272550,SAMYANG PACKAGING,032202,Manufacture of Plastic Products,"15,330,971","78,943,355,000","5,000",KRW,KOSPI
849,391,002170,SAMYANGTONGSANG,031501,"Manufacture of Luggage, Footwear and Similar Products","3,000,000","15,000,000,000","5,000",KRW,KOSPI
849,394,003720,SAMYOUNG,032202,Manufacture of Plastic Products,"34,000,000","17,000,000,000",500,KRW,KOSPI
849,396,005680,SAMYOUNG ELEC,032602,Manufacture of Electronic Components,"20,000,000","10,000,000,000",500,KRW,KOSPI
849,395,002810,SAMYUNG TRDG,074607,Other Specialized Wholesale,"18,466,948","9,233,474,000",500,KRW,KOSPI
849,411,001290,SANGSANGININV&amp;SEC,116601,Activities Auxiliary to Financial Service Activities,"108,337,120","109,640,596,000","1,000",KRW,KOSPI
849,412,041650,SANGSIN BRAKE,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"21,471,450","10,735,725,000",500,KRW,KOSPI
849,370,062040,SANIL ELECTRIC,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","30,445,200","15,222,600,000",500,KRW,KOSPI
849,440,067830,SAVEZONEI&amp;C,074701,Retail Sale in Non-Specialized Stores,"41,040,895","41,040,895,000","1,000",KRW,KOSPI
849,432,001430,SBHC,032401,Manufacture of Basic Iron and Steel,"35,862,119","219,310,595,000","5,000",KRW,KOSPI
849,118,034120,SBS,106002,Television Broadcasting,"18,551,238","92,756,190,000","5,000",KRW,KOSPI
849,119,003080,SBSUNGBO,032003,"Manufacture of Fertilizers, Pesticides, Germicides and Insecticides","20,020,000","10,010,000,000",500,KRW,KOSPI
849,474,102280,SBW,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","26,259,210","2,625,921,000",100,KRW,KOSPI
849,507,023960,SC ENGINEERING,064102,Heavy Construction,"38,035,975","19,017,987,500",500,KRW,KOSPI
849,428,000180,SCE Holdings,137105,"Activities of Head Offices, Management Consultancy Activities","69,751,600","36,000,000,000",500,KRW,KOSPI
849,500,137310,SD BIOSENSOR,032701,Manufacture of Medical Appliances and Instruments,"121,749,102","62,239,087,500",500,KRW,KOSPI
849,405,010960,SDC,064201,Site Preparation and Special Trade Construction for Civil Engineering and Buildings,"25,000,000","12,500,000,000",500,KRW,KOSPI
849,436,058650,SEAH HOLDINGS,032401,Manufacture of Basic Iron and Steel,"4,000,000","20,000,000,000","5,000",KRW,KOSPI
849,430,004360,SEBANG,084903,Road Freight Transport,"19,115,603","11,498,970,000",500,KRW,KOSPI
849,441,075580,SEJIN HEAVY,033101,Building of Ships and Boats,"56,849,456","31,224,728,000",500,KRW,KOSPI
849,414,007540,SEMPIO,116409,Other Financial Intermediation,"2,875,800","2,875,800,000","1,000",KRW,KOSPI
849,415,248170,SEMPIO FOODS,031008,Manufacture of Other Food Products,"4,568,286","2,284,143,000",500,KRW,KOSPI
849,423,007610,SEONDO ELEC,032801,"Manufacture of Electric Motors, Generators and Transforming, Distributing and Controlling Apparatus of Electricity","18,000,000","9,000,000,000",500,KRW,KOSPI
849,427,011300,SEONG AN Materials,031302,Weaving of Textiles and Manufacture of Textile Products,"155,617,675","15,561,767,500",100,KRW,KOSPI
849,418,017390,SEOUL CTY GAS,043502,"Manufacture of Gas, Distribution of Gaseous Fuel Through Mains","5,000,000","35,000,000,000","5,000",KRW,KOSPI
849,420,004410,SEOUL FOOD IND,031008,Manufacture of Other Food Products,"374,755,559","37,698,005,900",100,KRW,KOSPI
849,421,021050,SEOWON,032403,Cast of Metals,"47,474,590","23,737,295,000",500,KRW,KOSPI
849,416,007860,SEOYON,116409,Other Financial Intermediation,"23,479,844","11,739,922,000",500,KRW,KOSPI
849,417,200880,SEOYONEHWA,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"27,028,437","13,514,218,500",500,KRW,KOSPI
849,438,091090,SEWON E&amp;C,032501,"Manufacture of Structural Metal Products, Tanks, Reservoirs and Steam Generators","52,754,723","26,377,361,500",500,KRW,KOSPI
849,439,021820,SEWON PRECSN IND,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"10,000,000","5,000,000,000",500,KRW,KOSPI
849,437,013000,SEWOO GLOBAL,074607,Other Specialized Wholesale,"28,705,031","14,352,515,500",500,KRW,KOSPI
849,461,031440,SF,095601,"Restaurants, Bars and Canteens","3,872,480","19,362,400,000","5,000",KRW,KOSPI
849,122,004060,SG CORPORATION,074608,Wholesale of Non-Specialized Goods,"202,424,960","101,212,480,000",500,KRW,KOSPI
849,121,001380,SG GLOBAL,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"44,964,143","22,482,071,500",500,KRW,KOSPI
849,431,004490,SGBC,032802,Manufacture of primary battery and secondary battery,"14,000,000","7,000,000,000",500,KRW,KOSPI
849,120,005090,SGC Energy,043501,"Production, Collection and Distribution of Electricity","14,409,333","73,385,020,000","5,000",KRW,KOSPI
849,419,031210,SGIC,116501,Insurance,"69,821,598","174,553,995,000","2,500",KRW,KOSPI
849,124,002360,SH ENERCHEM,032001,Manufacture of Basic Chemicals,"111,133,730","55,566,865,000",500,KRW,KOSPI
849,123,001770,SHD,032401,Manufacture of Basic Iron and Steel,"1,214,878","6,074,390,000","5,000",KRW,KOSPI
849,452,462870,SHIFT UP,105802,Software Development and Supply,"58,781,720","11,756,344,000",200,KRW,KOSPI
849,453,016590,SHINDAEYANG PAPR,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","40,297,820","20,148,910,000",500,KRW,KOSPI
849,472,055550,SHINHAN FINANCIAL GR,116409,Other Financial Intermediation,"485,494,934","2,695,586,060,000","5,000",KRW,KOSPI
849,473,004080,SHINHUNG,074605,Wholesale of Machinery Equipment and Supplies,"9,500,000","6,733,070,000",500,KRW,KOSPI
849,466,002700,SHINIL ELECTRONICS,074605,Wholesale of Machinery Equipment and Supplies,"71,047,521","35,523,760,500",500,KRW,KOSPI
849,467,002870,SHINPOONG,074607,Other Specialized Wholesale,"34,958,700","17,479,350,000",500,KRW,KOSPI
849,468,019170,SHINPOONG PHARM,032102,Manufacture of Medicaments,"52,984,990","27,592,495,000",500,KRW,KOSPI
849,458,004170,SHINSEGAE,074701,Retail Sale in Non-Specialized Stores,"9,645,181","49,225,905,000","5,000",KRW,KOSPI
849,459,035510,SHINSEGAE I&amp;C,106201,"Computer programming, System Integration and Management Services","13,980,900","6,990,450,000",500,KRW,KOSPI
849,460,031430,SHINSEGAE INTERNATIONAL,074704,"Retail Sale of Textiles, Clothing, Footwear and Leather Goods","35,343,000","35,700,000,000","1,000",KRW,KOSPI
849,456,011930,SHINSUNG E&amp;G,032601,Manufacture of Semiconductor,"205,848,151","103,034,075,500",500,KRW,KOSPI
849,457,005390,SHINSUNG TONGSANG,074607,Other Specialized Wholesale,"143,708,390","71,854,195,000",500,KRW,KOSPI
849,465,009270,SHINWON,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","110,625,832","56,579,916,000",500,KRW,KOSPI
849,464,001720,SHINYOUNG SECU,116601,Activities Auxiliary to Financial Service Activities,"16,440,000","82,200,000,000","5,000",KRW,KOSPI
849,463,005800,SHINYOUNG WACOAL,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","9,000,000","4,500,000,000",500,KRW,KOSPI
849,470,404990,SHSBREIT,126801,Real Estate Activities with Own or Leased Property,"57,005,358","57,005,358,000","1,000",KRW,KOSPI
849,455,004970,SILLA,010301,Fishing and Gathering of Marine Materials,"16,000,000","8,000,000,000",500,KRW,KOSPI
849,125,009160,SIMPAC,032401,Manufacture of Basic Iron and Steel,"65,429,516","32,714,758,000",500,KRW,KOSPI
849,454,029530,SINDOH,032603,Manufacture of Computers and Peripheral Equipment,"10,080,029","50,400,145,000","5,000",KRW,KOSPI
849,462,006880,SINGSONGHOLDINGS,074602,Wholesale of Agricultural Raw Materials and Live Animals and Plants,"11,828,858","5,914,429,000",500,KRW,KOSPI
849,365,003960,SJDR,031002,Processing and Preserving of Fishes and Edible Seaweeds,"9,164,467","45,822,335,000","5,000",KRW,KOSPI
849,126,033530,SJG SEJONG,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"27,820,961","13,910,480,500",500,KRW,KOSPI
849,504,123700,SJM,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"15,604,898","7,802,449,000",500,KRW,KOSPI
849,505,025530,SJMH,074502,Sale of Motor Vehicle Parts and Accessories,"14,934,008","7,467,004,000",500,KRW,KOSPI
849,127,034730,SK,116409,Other Financial Intermediation,"72,502,703","16,143,092,800",200,KRW,KOSPI
849,132,210980,SK D&amp;D,126801,Real Estate Activities with Own or Leased Property,"18,617,382","18,617,382,000","1,000",KRW,KOSPI
849,131,006120,SK Discovery,116409,Other Financial Intermediation,"18,347,855","111,677,150,000","5,000",KRW,KOSPI
849,129,018670,SK GAS,074607,Other Specialized Wholesale,"9,245,244","46,226,220,000","5,000",KRW,KOSPI
849,138,096770,SK Innovation,031902,Manufacture of Refined Petroleum Products,"169,052,788","876,105,940,000","5,000",KRW,KOSPI
849,133,395400,SK REIT,126801,Real Estate Activities with Own or Leased Property,"290,868,769","145,434,384,500",500,KRW,KOSPI
849,140,001510,SK SECU,116601,Activities Auxiliary to Financial Service Activities,"472,590,171","238,251,342,500",500,KRW,KOSPI
849,142,017670,SK TELECOM,106102,Telecommunications,"214,790,053","30,492,715,900",100,KRW,KOSPI
849,506,326030,SK biopharm,137001,Research and Experimental Development On Natural Sciences and Engineering,"78,313,250","39,156,625,000",500,KRW,KOSPI
849,139,475150,SK eternix,064101,Building Construction,"33,754,042","6,750,808,400",200,KRW,KOSPI
849,143,000660,SK hynix,032601,Manufacture of Semiconductor,"728,002,365","3,657,652,050,000","5,000",KRW,KOSPI
849,137,100090,SK oceanplant,032401,Manufacture of Basic Iron and Steel,"60,180,336","30,090,168,000",500,KRW,KOSPI
849,134,302440,SKBS,032101,Manufacture of medicinal chemicals,"78,369,145","39,184,572,500",500,KRW,KOSPI
849,128,011790,SKC,032004,Manufacture of Other Chemical Products,"37,868,298","189,341,490,000","5,000",KRW,KOSPI
849,141,285130,SKCHEM,032002,Manufacture of Plastics and Synethetic Rubber in Primary forms,"17,253,783","98,793,505,000","5,000",KRW,KOSPI
849,136,361610,SKIET,032802,Manufacture of primary battery and secondary battery,"81,787,100","81,787,100,000","1,000",KRW,KOSPI
849,130,001740,"SKNetworksCo.,Ltd",074607,Other Specialized Wholesale,"221,277,902","620,469,117,500","2,500",KRW,KOSPI
849,135,402340,SKSQUARE,116409,Other Financial Intermediation,"132,540,858","14,146,757,100",100,KRW,KOSPI
849,501,005850,SL CORP.,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"46,448,520","23,224,260,000",500,KRW,KOSPI
849,502,010580,SM BEXEL,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"111,251,760","55,625,880,000",500,KRW,KOSPI
849,144,003570,SNT DYNAMICS,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"33,252,697","85,631,742,500","2,500",KRW,KOSPI
849,147,036530,SNT Holdings,116409,Other Financial Intermediation,"16,303,886","8,351,943,000",500,KRW,KOSPI
849,145,064960,SNT MOTIV,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"26,540,272","132,701,360,000","5,000",KRW,KOSPI
849,146,100840,SNTEnergy,032901,Manufacture of General Purpose Machinery,"20,680,783","10,340,391,500",500,KRW,KOSPI
849,476,403550,SOCAR,147601,Renting of Transport Equipment,"32,841,902","3,284,190,200",100,KRW,KOSPI
849,444,248070,SOLUM,032602,Manufacture of Electronic Components,"47,816,236","25,002,775,500",500,KRW,KOSPI
849,445,004430,SONGWON IND,032004,Manufacture of Other Chemical Products,"24,000,000","12,000,000,000",500,KRW,KOSPI
849,446,017550,SOOSAN CEBOTICS,032902,Manufacture of Special-Purpose Machinery,"62,399,130","31,199,565,000",500,KRW,KOSPI
849,148,005610,SPC SAMLIP,031008,Manufacture of Other Food Products,"8,629,009","43,145,045,000","5,000",KRW,KOSPI
849,433,306200,SSC,032401,Manufacture of Basic Iron and Steel,"2,836,300","14,181,500,000","5,000",KRW,KOSPI
849,448,204210,STAR SM REIT,126801,Real Estate Activities with Own or Leased Property,"7,826,815","39,134,075,000","5,000",KRW,KOSPI
849,449,026890,STIC Investments,116402,Trust and collective Investment Businesses,"41,678,175","20,839,087,500",500,KRW,KOSPI
849,149,011810,STX,074608,Wholesale of Non-Specialized Goods,"31,017,927","77,544,817,500","2,500",KRW,KOSPI
849,151,077970,STX Engine,032901,Manufacture of General Purpose Machinery,"40,148,063","100,370,157,500","2,500",KRW,KOSPI
849,150,465770,STX Green Logis,085001,Sea and Coastal Water Transport,"7,171,032","17,927,580,000","2,500",KRW,KOSPI
849,422,008490,SUHEUNG,032004,Manufacture of Other Chemical Products,"11,569,113","6,084,556,500",500,KRW,KOSPI
849,152,002820,SUN&amp;L,031602,Manufacture of Wood Products,"12,607,989","12,607,989,000","1,000",KRW,KOSPI
849,425,014910,SUNGMOON ELEC,032602,Manufacture of Electronic Components,"22,460,985","11,530,492,500",500,KRW,KOSPI
849,426,004980,SUNGSHIN CEMENT,032303,"Manufacture of Cement, Lime and Plaster and Its Products","24,516,073","128,508,590,000","5,000",KRW,KOSPI
849,424,136490,SUNJIN,031009,Manufacture of Livestock Feeds and Prepared Animal Feeds,"23,779,604","11,889,802,000",500,KRW,KOSPI
849,475,004770,SUNNY ELEC,032602,Manufacture of Electronic Components,"35,507,438","19,301,442,000",500,KRW,KOSPI
849,389,145990,SYC,031008,Manufacture of Other Food Products,"10,313,449","53,417,595,000","5,000",KRW,KOSPI
849,373,448730,SamsungFN REIT,126801,Real Estate Activities with Own or Leased Property,"91,050,000","45,525,000,000",500,KRW,KOSPI
849,393,000070,Samyang Holdings,116409,Other Financial Intermediation,"8,588,329","44,341,645,000","5,000",KRW,KOSPI
849,435,019440,SeAH SPECIAL STEEL,032401,Manufacture of Basic Iron and Steel,"8,570,000","42,850,000,000","5,000",KRW,KOSPI
849,434,003030,SeAH Steel Holdings,116409,Other Financial Intermediation,"4,141,657","20,708,285,000","5,000",KRW,KOSPI
849,471,293940,Shinhan Alpha REIT,126801,Real Estate Activities with Own or Leased Property,"120,940,123","120,940,123,000","1,000",KRW,KOSPI
849,469,481850,Shinhan GA REIT,116402,Trust and collective Investment Businesses,"43,477,664","43,477,664,000","1,000",KRW,KOSPI
849,450,134790,Sidiz,033201,Manufacture of Furniture,"2,000,000","1,000,000,000",500,KRW,KOSPI
849,443,336370,Solus Advanced Materials,032602,Manufacture of Electronic Components,"70,217,344","9,090,440,600",100,KRW,KOSPI
849,447,126720,Soosan Industries,064202,Building Installation,"14,286,000","2,857,200,000",200,KRW,KOSPI
849,684,003240,TAEKWANG IND,032005,Manufacture of Man-Made Fibers,"1,113,400","5,567,000,000","5,000",KRW,KOSPI
849,681,014580,TAEKYUNG BK,032303,"Manufacture of Cement, Lime and Plaster and Its Products","27,583,100","13,791,550,000",500,KRW,KOSPI
849,683,006890,TAEKYUNG CHEMICAL,032001,Manufacture of Basic Chemicals,"11,600,000","5,800,000,000",500,KRW,KOSPI
849,682,015890,TAEKYUNG IND,032001,Manufacture of Basic Chemicals,"29,228,750","14,614,375,000",500,KRW,KOSPI
849,688,001420,TAEWONMULSAN,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"7,600,000","3,800,000,000",500,KRW,KOSPI
849,686,004100,TAEYANG MTL,033003,Manufacture of Parts and Accessories for Motor Vehicles(New Products),"36,700,000","20,000,000,000",500,KRW,KOSPI
849,687,009410,TAEYOUNG E&amp;C,064102,Heavy Construction,"294,467,874","147,558,924,000",500,KRW,KOSPI
849,249,001440,TAIHAN ELEC WIRE,032803,Manufacture of Electric Lamps and Bulbs,"186,447,300","186,447,300,000","1,000",KRW,KOSPI
849,247,001070,TAIHAN TEXTILE,031302,Weaving of Textiles and Manufacture of Textile Products,"5,300,000","5,300,000,000","1,000",KRW,KOSPI
849,689,055490,TAPEX,032202,Manufacture of Plastic Products,"4,769,650","3,797,825,000",500,KRW,KOSPI
849,692,084870,TBH GLOBAL,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","20,856,819","10,428,409,500",500,KRW,KOSPI
849,153,002710,TCC STEEL,032401,Manufacture of Basic Iron and Steel,"26,213,697","26,213,697,000","1,000",KRW,KOSPI
849,690,078000,TELCOWARE,106301,"Data Processing, Hosting and Related activities; Web Portals","9,240,077","5,026,353,000",500,KRW,KOSPI
849,693,019180,THN CORP,032809,Manufacture of Other Electrical Equipment,"18,000,000","9,000,000,000",500,KRW,KOSPI
849,697,069260,TKG Huchems,032004,Manufacture of Other Chemical Products,"40,878,588","40,878,588,000","1,000",KRW,KOSPI
849,278,001520,TONGYANG,032303,"Manufacture of Cement, Lime and Plaster and Its Products","238,684,063","119,805,181,500",500,KRW,KOSPI
849,280,082640,TONGYANG LIFE,116501,Insurance,"161,358,585","806,792,925,000","5,000",KRW,KOSPI
849,691,214420,TONYMOLY,032004,Manufacture of Other Chemical Products,"24,054,799","4,810,959,800",200,KRW,KOSPI
849,154,007980,TP,031401,"Manufacture of Sewn Wearing Apparel, Except Fur Apparel","51,175,130","26,468,642,500",500,KRW,KOSPI
849,251,001790,TS,031005,"Manufacture of Grain Mill Products, Starches and Starch Products","89,696,580","48,089,670,000",500,KRW,KOSPI
849,694,363280,TY Holdings,116409,Other Financial Intermediation,"50,429,268","25,836,141,000",500,KRW,KOSPI
849,155,002900,TYM,032902,Manufacture of Special-Purpose Machinery,"45,050,956","112,627,390,000","2,500",KRW,KOSPI
849,685,011280,Tailim Pkg,031702,"Manufacture of Corrugated Cardboard, Paper Boxes and Paper Containers","70,805,940","35,402,970,000",500,KRW,KOSPI
849,259,475560,The BORN Korea,074608,Wholesale of Non-Specialized Goods,"14,776,640","7,527,040,000",500,KRW,KOSPI
849,696,004870,Tway Holdings,032303,"Manufacture of Cement, Lime and Plaster and Its Products","113,163,494","56,581,747,000",500,KRW,KOSPI
849,695,091810,Twayair,085101,Passenger Air Transport,"272,167,825","136,083,912,500",500,KRW,KOSPI
849,561,072130,UANGEL,106301,"Data Processing, Hosting and Related activities; Web Portals","12,895,454","6,597,727,000",500,KRW,KOSPI
849,556,011330,UNICHEM,031501,"Manufacture of Luggage, Footwear and Similar Products","93,078,998","49,071,474,000",500,KRW,KOSPI
849,552,014830,UNID,032001,Manufacture of Basic Chemicals,"6,767,600","33,838,000,000","5,000",KRW,KOSPI
849,553,446070,UNID btplus,031601,Sawmilling and Planing of Wood,"10,611,215","10,611,215,000","1,000",KRW,KOSPI
849,554,000910,UNION,032303,"Manufacture of Cement, Lime and Plaster and Its Products","15,611,619","7,805,809,500",500,KRW,KOSPI
849,555,047400,UNIONMaterials,032302,Manufacture of Refractory and Non-refractory Ceramic Products,"42,000,000","21,000,000,000",500,KRW,KOSPI
